"Country","Year","Fuel","Value"
"HT",1978,"Geotherm",0
"HT",1979,"Geotherm",0
"HT",1980,"Geotherm",0
"HT",1981,"Geotherm",0
"HT",1982,"Geotherm",0
"HT",1983,"Geotherm",0
"HT",1984,"Geotherm",0
"HT",1985,"Geotherm",0
"HT",1986,"Geotherm",0
"HT",1987,"Geotherm",0
"HT",1988,"Geotherm",0
"HT",1989,"Geotherm",0
"HT",1990,"Geotherm",0
"HT",1991,"Geotherm",0
"HT",1992,"Geotherm",0
"HT",1993,"Geotherm",0
"HT",1994,"Geotherm",0
"HT",1995,"Geotherm",0
"HT",1996,"Geotherm",0
"HT",1997,"Geotherm",0
"HT",1998,"Geotherm",0
"HT",1999,"Geotherm",0
"HT",2000,"Geotherm",0
"HT",2001,"Geotherm",0
"HT",2002,"Geotherm",0
"HT",2003,"Geotherm",0
"HT",2004,"Geotherm",0
"HT",2005,"Geotherm",0
"HT",2006,"Geotherm",0
"HT",2007,"Geotherm",0
"HT",2008,"Geotherm",0
"HT",2009,"Geotherm",0
"HT",2010,"Geotherm",0
"HT",2011,"Geotherm",0
"HT",2012,"Geotherm",0
"HT",2013,"Geotherm",0
"HT",2014,"Geotherm",0
"HT",2015,"Geotherm",0
"HT",2016,"Geotherm",0
"HT",2017,"Geotherm",0
"HT",2018,"Geotherm",0
"HT",2019,"Geotherm",0
"HT",2020,"Geotherm",0
"HT",2021,"Geotherm",0
"HU",1965,"Geotherm",0
"HU",1966,"Geotherm",0
"HU",1967,"Geotherm",0
"HU",1968,"Geotherm",0
"HU",1969,"Geotherm",0
"HU",1970,"Geotherm",0
"HU",1971,"Geotherm",0
"HU",1972,"Geotherm",0
"HU",1973,"Geotherm",0
"HU",1974,"Geotherm",0
"HU",1975,"Geotherm",0
"HU",1976,"Geotherm",0
"HU",1977,"Geotherm",0
"HU",1978,"Geotherm",0
"HU",1979,"Geotherm",0
"HU",1980,"Geotherm",0
"HU",1981,"Geotherm",0
"HU",1982,"Geotherm",0
"HU",1983,"Geotherm",0
"HU",1984,"Geotherm",0
"HU",1985,"Geotherm",0
"HU",1986,"Geotherm",0
"HU",1987,"Geotherm",0
"HU",1988,"Geotherm",0
"HU",1989,"Geotherm",0
"HU",1990,"Geotherm",0
"HU",1991,"Geotherm",0
"HU",1992,"Geotherm",0
"HU",1993,"Geotherm",0
"HU",1994,"Geotherm",0
"HU",1995,"Geotherm",0
"HU",1996,"Geotherm",0
"HU",1997,"Geotherm",0
"HU",1998,"Geotherm",0
"HU",1999,"Geotherm",0
"HU",2000,"Geotherm",0
"HU",2001,"Geotherm",0
"HU",2002,"Geotherm",0
"HU",2003,"Geotherm",0
"HU",2004,"Geotherm",0
"HU",2005,"Geotherm",0
"HU",2006,"Geotherm",0
"HU",2007,"Geotherm",0
"HU",2008,"Geotherm",0
"HU",2009,"Geotherm",0
"HU",2010,"Geotherm",0
"HU",2011,"Geotherm",0
"HU",2012,"Geotherm",0
"HU",2013,"Geotherm",0
"HU",2014,"Geotherm",0
"HU",2015,"Geotherm",0
"HU",2016,"Geotherm",0
"HU",2017,"Geotherm",1
"HU",2018,"Geotherm",12
"HU",2019,"Geotherm",18
"HU",2020,"Geotherm",16
"HU",2021,"Geotherm",12
"HU",2022,"Geotherm",4
"ID",1971,"Geotherm",0
"ID",1972,"Geotherm",0
"ID",1973,"Geotherm",0
"ID",1974,"Geotherm",0
"ID",1975,"Geotherm",0
"ID",1976,"Geotherm",0
"ID",1977,"Geotherm",0
"ID",1978,"Geotherm",0
"ID",1979,"Geotherm",0
"ID",1980,"Geotherm",0
"ID",1981,"Geotherm",0
"ID",1982,"Geotherm",78
"ID",1983,"Geotherm",209
"ID",1984,"Geotherm",217
"ID",1985,"Geotherm",224
"ID",1986,"Geotherm",232
"ID",1987,"Geotherm",719
"ID",1988,"Geotherm",1012
"ID",1989,"Geotherm",1007
"ID",1990,"Geotherm",1125
"ID",1991,"Geotherm",1049
"ID",1992,"Geotherm",1084
"ID",1993,"Geotherm",1090
"ID",1994,"Geotherm",1935
"ID",1995,"Geotherm",2210
"ID",1996,"Geotherm",2352
"ID",1997,"Geotherm",2605
"ID",1998,"Geotherm",2617
"ID",1999,"Geotherm",2728
"ID",2000,"Geotherm",4869
"ID",2001,"Geotherm",6031
"ID",2002,"Geotherm",6238
"ID",2003,"Geotherm",6294
"ID",2004,"Geotherm",6656
"ID",2005,"Geotherm",6604
"ID",2006,"Geotherm",6658
"ID",2007,"Geotherm",7021
"ID",2008,"Geotherm",8309
"ID",2009,"Geotherm",9295
"ID",2010,"Geotherm",9357
"ID",2011,"Geotherm",9371
"ID",2012,"Geotherm",9417
"ID",2013,"Geotherm",9414
"ID",2014,"Geotherm",10038
"ID",2015,"Geotherm",10048
"ID",2016,"Geotherm",10656
"ID",2017,"Geotherm",12764
"ID",2018,"Geotherm",14018.78
"ID",2019,"Geotherm",14100
"ID",2020,"Geotherm",15563
"ID",2021,"Geotherm",15899
"ID",2022,"Geotherm",16676.945
"IE",1960,"Geotherm",0
"IE",1961,"Geotherm",0
"IE",1962,"Geotherm",0
"IE",1963,"Geotherm",0
"IE",1964,"Geotherm",0
"IE",1965,"Geotherm",0
"IE",1966,"Geotherm",0
"IE",1967,"Geotherm",0
"IE",1968,"Geotherm",0
"IE",1969,"Geotherm",0
"IE",1970,"Geotherm",0
"IE",1971,"Geotherm",0
"IE",1972,"Geotherm",0
"IE",1973,"Geotherm",0
"IE",1974,"Geotherm",0
"IE",1975,"Geotherm",0
"IE",1976,"Geotherm",0
"IE",1977,"Geotherm",0
"IE",1978,"Geotherm",0
"IE",1979,"Geotherm",0
"IE",1980,"Geotherm",0
"IE",1981,"Geotherm",0
"IE",1982,"Geotherm",0
"IE",1983,"Geotherm",0
"IE",1984,"Geotherm",0
"IE",1985,"Geotherm",0
"IE",1986,"Geotherm",0
"IE",1987,"Geotherm",0
"IE",1988,"Geotherm",0
"IE",1989,"Geotherm",0
"IE",1990,"Geotherm",0
"IE",1991,"Geotherm",0
"IE",1992,"Geotherm",0
"IE",1993,"Geotherm",0
"IE",1994,"Geotherm",0
"IE",1995,"Geotherm",0
"IE",1996,"Geotherm",0
"IE",1997,"Geotherm",0
"IE",1998,"Geotherm",0
"IE",1999,"Geotherm",0
"IE",2000,"Geotherm",0
"IE",2001,"Geotherm",0
"IE",2002,"Geotherm",0
"IE",2003,"Geotherm",0
"IE",2004,"Geotherm",0
"IE",2005,"Geotherm",0
"IE",2006,"Geotherm",0
"IE",2007,"Geotherm",0
"IE",2008,"Geotherm",0
"IE",2009,"Geotherm",0
"IE",2010,"Geotherm",0
"IE",2011,"Geotherm",0
"IE",2012,"Geotherm",0
"IE",2013,"Geotherm",0
"IE",2014,"Geotherm",0
"IE",2015,"Geotherm",0
"IE",2016,"Geotherm",0
"IE",2017,"Geotherm",0
"IE",2018,"Geotherm",0
"IE",2019,"Geotherm",0
"IE",2020,"Geotherm",0
"IE",2021,"Geotherm",0
"IE",2022,"Geotherm",0
"IL",1971,"Geotherm",0
"IL",1972,"Geotherm",0
"IL",1973,"Geotherm",0
"IL",1974,"Geotherm",0
"IL",1975,"Geotherm",0
"IL",1976,"Geotherm",0
"IL",1977,"Geotherm",0
"IL",1978,"Geotherm",0
"IL",1979,"Geotherm",0
"IL",1980,"Geotherm",0
"IL",1981,"Geotherm",0
"IL",1982,"Geotherm",0
"IL",1983,"Geotherm",0
"IL",1984,"Geotherm",0
"IL",1985,"Geotherm",0
"IL",1986,"Geotherm",0
"IL",1987,"Geotherm",0
"IL",1988,"Geotherm",0
"IL",1989,"Geotherm",0
"IL",1990,"Geotherm",0
"IL",1991,"Geotherm",0
"IL",1992,"Geotherm",0
"IL",1993,"Geotherm",0
"IL",1994,"Geotherm",0
"IL",1995,"Geotherm",0
"IL",1996,"Geotherm",0
"IL",1997,"Geotherm",0
"IL",1998,"Geotherm",0
"IL",1999,"Geotherm",0
"IL",2000,"Geotherm",0
"IL",2001,"Geotherm",0
"IL",2002,"Geotherm",0
"IL",2003,"Geotherm",0
"IL",2004,"Geotherm",0
"IL",2005,"Geotherm",0
"IL",2006,"Geotherm",0
"IL",2007,"Geotherm",0
"IL",2008,"Geotherm",0
"IL",2009,"Geotherm",0
"IL",2010,"Geotherm",0
"IL",2011,"Geotherm",0
"IL",2012,"Geotherm",0
"IL",2013,"Geotherm",0
"IL",2014,"Geotherm",0
"IL",2015,"Geotherm",0
"IL",2016,"Geotherm",0
"IL",2017,"Geotherm",0
"IL",2018,"Geotherm",0
"IL",2019,"Geotherm",0
"IL",2020,"Geotherm",0
"IL",2021,"Geotherm",0
"IL",2022,"Geotherm",0
"IN",1971,"Geotherm",0
"IN",1972,"Geotherm",0
"IN",1973,"Geotherm",0
"IN",1974,"Geotherm",0
"IN",1975,"Geotherm",0
"IN",1976,"Geotherm",0
"IN",1977,"Geotherm",0
"IN",1978,"Geotherm",0
"IN",1979,"Geotherm",0
"IN",1980,"Geotherm",0
"IN",1981,"Geotherm",0
"IN",1982,"Geotherm",0
"IN",1983,"Geotherm",0
"IN",1984,"Geotherm",0
"IN",1985,"Geotherm",0
"IN",1986,"Geotherm",0
"IN",1987,"Geotherm",0
"IN",1988,"Geotherm",0
"IN",1989,"Geotherm",0
"IN",1990,"Geotherm",0
"IN",1991,"Geotherm",0
"IN",1992,"Geotherm",0
"IN",1993,"Geotherm",0
"IN",1994,"Geotherm",0
"IN",1995,"Geotherm",0
"IN",1996,"Geotherm",0
"IN",1997,"Geotherm",0
"IN",1998,"Geotherm",0
"IN",1999,"Geotherm",0
"IN",2000,"Geotherm",0
"IN",2001,"Geotherm",0
"IN",2002,"Geotherm",0
"IN",2003,"Geotherm",0
"IN",2004,"Geotherm",0
"IN",2005,"Geotherm",0
"IN",2006,"Geotherm",0
"IN",2007,"Geotherm",0
"IN",2008,"Geotherm",0
"IN",2009,"Geotherm",0
"IN",2010,"Geotherm",0
"IN",2011,"Geotherm",0
"IN",2012,"Geotherm",0
"IN",2013,"Geotherm",0
"IN",2014,"Geotherm",0
"IN",2015,"Geotherm",0
"IN",2016,"Geotherm",0
"IN",2017,"Geotherm",0
"IN",2018,"Geotherm",0
"IN",2019,"Geotherm",0
"IN",2020,"Geotherm",0
"IN",2021,"Geotherm",0
"IN",2022,"Geotherm",0
"IQ",1971,"Geotherm",0
"IQ",1972,"Geotherm",0
"IQ",1973,"Geotherm",0
"IQ",1974,"Geotherm",0
"IQ",1975,"Geotherm",0
"IQ",1976,"Geotherm",0
"IQ",1977,"Geotherm",0
"IQ",1978,"Geotherm",0
"IQ",1979,"Geotherm",0
"IQ",1980,"Geotherm",0
"IQ",1981,"Geotherm",0
"IQ",1982,"Geotherm",0
"IQ",1983,"Geotherm",0
"IQ",1984,"Geotherm",0
"IQ",1985,"Geotherm",0
"IQ",1986,"Geotherm",0
"IQ",1987,"Geotherm",0
"IQ",1988,"Geotherm",0
"IQ",1989,"Geotherm",0
"IQ",1990,"Geotherm",0
"IQ",1991,"Geotherm",0
"IQ",1992,"Geotherm",0
"IQ",1993,"Geotherm",0
"IQ",1994,"Geotherm",0
"IQ",1995,"Geotherm",0
"IQ",1996,"Geotherm",0
"IQ",1997,"Geotherm",0
"IQ",1998,"Geotherm",0
"IQ",1999,"Geotherm",0
"IQ",2000,"Geotherm",0
"IQ",2001,"Geotherm",0
"IQ",2002,"Geotherm",0
"IQ",2003,"Geotherm",0
"IQ",2004,"Geotherm",0
"IQ",2005,"Geotherm",0
"IQ",2006,"Geotherm",0
"IQ",2007,"Geotherm",0
"IQ",2008,"Geotherm",0
"IQ",2009,"Geotherm",0
"IQ",2010,"Geotherm",0
"IQ",2011,"Geotherm",0
"IQ",2012,"Geotherm",0
"IQ",2013,"Geotherm",0
"IQ",2014,"Geotherm",0
"IQ",2015,"Geotherm",0
"IQ",2016,"Geotherm",0
"IQ",2017,"Geotherm",0
"IQ",2018,"Geotherm",0
"IQ",2019,"Geotherm",0
"IQ",2020,"Geotherm",0
"IQ",2021,"Geotherm",0
"IR",1971,"Geotherm",0
"IR",1972,"Geotherm",0
"IR",1973,"Geotherm",0
"IR",1974,"Geotherm",0
"IR",1975,"Geotherm",0
"IR",1976,"Geotherm",0
"IR",1977,"Geotherm",0
"IR",1978,"Geotherm",0
"IR",1979,"Geotherm",0
"IR",1980,"Geotherm",0
"IR",1981,"Geotherm",0
"IR",1982,"Geotherm",0
"IR",1983,"Geotherm",0
"IR",1984,"Geotherm",0
"IR",1985,"Geotherm",0
"IR",1986,"Geotherm",0
"IR",1987,"Geotherm",0
"IR",1988,"Geotherm",0
"IR",1989,"Geotherm",0
"IR",1990,"Geotherm",0
"IR",1991,"Geotherm",0
"IR",1992,"Geotherm",0
"IR",1993,"Geotherm",0
"IR",1994,"Geotherm",0
"IR",1995,"Geotherm",0
"IR",1996,"Geotherm",0
"IR",1997,"Geotherm",0
"IR",1998,"Geotherm",0
"IR",1999,"Geotherm",0
"IR",2000,"Geotherm",0
"IR",2001,"Geotherm",0
"IR",2002,"Geotherm",0
"IR",2003,"Geotherm",0
"IR",2004,"Geotherm",0
"IR",2005,"Geotherm",0
"IR",2006,"Geotherm",0
"IR",2007,"Geotherm",0
"IR",2008,"Geotherm",0
"IR",2009,"Geotherm",0
"IR",2010,"Geotherm",0
"IR",2011,"Geotherm",0
"IR",2012,"Geotherm",0
"IR",2013,"Geotherm",0
"IR",2014,"Geotherm",0
"IR",2015,"Geotherm",0
"IR",2016,"Geotherm",0
"IR",2017,"Geotherm",0
"IR",2018,"Geotherm",0
"IR",2019,"Geotherm",0
"IR",2020,"Geotherm",0
"IR",2021,"Geotherm",0
"IS",1960,"Geotherm",0
"IS",1961,"Geotherm",0
"IS",1962,"Geotherm",0
"IS",1963,"Geotherm",0
"IS",1964,"Geotherm",0
"IS",1965,"Geotherm",0
"IS",1966,"Geotherm",0
"IS",1967,"Geotherm",0
"IS",1968,"Geotherm",0
"IS",1969,"Geotherm",2
"IS",1970,"Geotherm",13
"IS",1971,"Geotherm",13
"IS",1972,"Geotherm",22
"IS",1973,"Geotherm",26
"IS",1974,"Geotherm",8
"IS",1975,"Geotherm",18
"IS",1976,"Geotherm",19
"IS",1977,"Geotherm",16
"IS",1978,"Geotherm",20
"IS",1979,"Geotherm",49
"IS",1980,"Geotherm",50
"IS",1981,"Geotherm",140
"IS",1982,"Geotherm",177
"IS",1983,"Geotherm",193
"IS",1984,"Geotherm",194
"IS",1985,"Geotherm",192
"IS",1986,"Geotherm",225
"IS",1987,"Geotherm",248
"IS",1988,"Geotherm",260
"IS",1989,"Geotherm",272
"IS",1990,"Geotherm",300
"IS",1991,"Geotherm",283
"IS",1992,"Geotherm",230
"IS",1993,"Geotherm",256
"IS",1994,"Geotherm",260
"IS",1995,"Geotherm",290
"IS",1996,"Geotherm",346
"IS",1997,"Geotherm",375
"IS",1998,"Geotherm",655
"IS",1999,"Geotherm",1136
"IS",2000,"Geotherm",1323
"IS",2001,"Geotherm",1451
"IS",2002,"Geotherm",1433
"IS",2003,"Geotherm",1406
"IS",2004,"Geotherm",1483
"IS",2005,"Geotherm",1658
"IS",2006,"Geotherm",2631
"IS",2007,"Geotherm",3579
"IS",2008,"Geotherm",4038
"IS",2009,"Geotherm",4553
"IS",2010,"Geotherm",4465
"IS",2011,"Geotherm",4702
"IS",2012,"Geotherm",5209
"IS",2013,"Geotherm",5245
"IS",2014,"Geotherm",5239
"IS",2015,"Geotherm",5003
"IS",2016,"Geotherm",5068
"IS",2017,"Geotherm",5169.599
"IS",2018,"Geotherm",6009.834
"IS",2019,"Geotherm",6018.138
"IS",2020,"Geotherm",5960.603
"IS",2021,"Geotherm",5801.648
"IS",2022,"Geotherm",5916.097
"IT",1960,"Geotherm",2104
"IT",1961,"Geotherm",2292
"IT",1962,"Geotherm",2346
"IT",1963,"Geotherm",2427
"IT",1964,"Geotherm",2527
"IT",1965,"Geotherm",2576
"IT",1966,"Geotherm",2633
"IT",1967,"Geotherm",2610
"IT",1968,"Geotherm",2694
"IT",1969,"Geotherm",2765
"IT",1970,"Geotherm",2725
"IT",1971,"Geotherm",2664
"IT",1972,"Geotherm",2582
"IT",1973,"Geotherm",2480
"IT",1974,"Geotherm",2500
"IT",1975,"Geotherm",2483
"IT",1976,"Geotherm",2523
"IT",1977,"Geotherm",2501
"IT",1978,"Geotherm",2494
"IT",1979,"Geotherm",2500
"IT",1980,"Geotherm",2672
"IT",1981,"Geotherm",2664
"IT",1982,"Geotherm",2737
"IT",1983,"Geotherm",2714
"IT",1984,"Geotherm",2840
"IT",1985,"Geotherm",2681
"IT",1986,"Geotherm",2760
"IT",1987,"Geotherm",2986
"IT",1988,"Geotherm",3082
"IT",1989,"Geotherm",3155
"IT",1990,"Geotherm",3222
"IT",1991,"Geotherm",3182
"IT",1992,"Geotherm",3459
"IT",1993,"Geotherm",3667
"IT",1994,"Geotherm",3417
"IT",1995,"Geotherm",3436
"IT",1996,"Geotherm",3762
"IT",1997,"Geotherm",3905
"IT",1998,"Geotherm",4214
"IT",1999,"Geotherm",4403
"IT",2000,"Geotherm",4705
"IT",2001,"Geotherm",4507
"IT",2002,"Geotherm",4662
"IT",2003,"Geotherm",5341
"IT",2004,"Geotherm",5437
"IT",2005,"Geotherm",5324
"IT",2006,"Geotherm",5527
"IT",2007,"Geotherm",5569.128
"IT",2008,"Geotherm",5520.315
"IT",2009,"Geotherm",5341.822
"IT",2010,"Geotherm",5375.916
"IT",2011,"Geotherm",5654.263
"IT",2012,"Geotherm",5591.685
"IT",2013,"Geotherm",5659.228
"IT",2014,"Geotherm",5916.333
"IT",2015,"Geotherm",6184.971
"IT",2016,"Geotherm",6288.573
"IT",2017,"Geotherm",6201.159
"IT",2018,"Geotherm",6105.39
"IT",2019,"Geotherm",6074.86
"IT",2020,"Geotherm",6026.112
"IT",2021,"Geotherm",5913.787
"IT",2022,"Geotherm",5816
"JM",1971,"Geotherm",0
"JM",1972,"Geotherm",0
"JM",1973,"Geotherm",0
"JM",1974,"Geotherm",0
"JM",1975,"Geotherm",0
"JM",1976,"Geotherm",0
"JM",1977,"Geotherm",0
"JM",1978,"Geotherm",0
"JM",1979,"Geotherm",0
"JM",1980,"Geotherm",0
"JM",1981,"Geotherm",0
"JM",1982,"Geotherm",0
"JM",1983,"Geotherm",0
"JM",1984,"Geotherm",0
"JM",1985,"Geotherm",0
"JM",1986,"Geotherm",0
"JM",1987,"Geotherm",0
"JM",1988,"Geotherm",0
"JM",1989,"Geotherm",0
"JM",1990,"Geotherm",0
"JM",1991,"Geotherm",0
"JM",1992,"Geotherm",0
"JM",1993,"Geotherm",0
"JM",1994,"Geotherm",0
"JM",1995,"Geotherm",0
"JM",1996,"Geotherm",0
"JM",1997,"Geotherm",0
"JM",1998,"Geotherm",0
"JM",1999,"Geotherm",0
"JM",2000,"Geotherm",0
"JM",2001,"Geotherm",0
"JM",2002,"Geotherm",0
"JM",2003,"Geotherm",0
"JM",2004,"Geotherm",0
"JM",2005,"Geotherm",0
"JM",2006,"Geotherm",0
"JM",2007,"Geotherm",0
"JM",2008,"Geotherm",0
"JM",2009,"Geotherm",0
"JM",2010,"Geotherm",0
"JM",2011,"Geotherm",0
"JM",2012,"Geotherm",0
"JM",2013,"Geotherm",0
"JM",2014,"Geotherm",0
"JM",2015,"Geotherm",0
"JM",2016,"Geotherm",0
"JM",2017,"Geotherm",0
"JM",2018,"Geotherm",0
"JM",2019,"Geotherm",0
"JM",2020,"Geotherm",0
"JM",2021,"Geotherm",0
"JO",1971,"Geotherm",0
"JO",1972,"Geotherm",0
"JO",1973,"Geotherm",0
"JO",1974,"Geotherm",0
"JO",1975,"Geotherm",0
"JO",1976,"Geotherm",0
"JO",1977,"Geotherm",0
"JO",1978,"Geotherm",0
"JO",1979,"Geotherm",0
"JO",1980,"Geotherm",0
"JO",1981,"Geotherm",0
"JO",1982,"Geotherm",0
"JO",1983,"Geotherm",0
"JO",1984,"Geotherm",0
"JO",1985,"Geotherm",0
"JO",1986,"Geotherm",0
"JO",1987,"Geotherm",0
"JO",1988,"Geotherm",0
"JO",1989,"Geotherm",0
"JO",1990,"Geotherm",0
"JO",1991,"Geotherm",0
"JO",1992,"Geotherm",0
"JO",1993,"Geotherm",0
"JO",1994,"Geotherm",0
"JO",1995,"Geotherm",0
"JO",1996,"Geotherm",0
"JO",1997,"Geotherm",0
"JO",1998,"Geotherm",0
"JO",1999,"Geotherm",0
"JO",2000,"Geotherm",0
"JO",2001,"Geotherm",0
"JO",2002,"Geotherm",0
"JO",2003,"Geotherm",0
"JO",2004,"Geotherm",0
"JO",2005,"Geotherm",0
"JO",2006,"Geotherm",0
"JO",2007,"Geotherm",0
"JO",2008,"Geotherm",0
"JO",2009,"Geotherm",0
"JO",2010,"Geotherm",0
"JO",2011,"Geotherm",0
"JO",2012,"Geotherm",0
"JO",2013,"Geotherm",0
"JO",2014,"Geotherm",0
"JO",2015,"Geotherm",0
"JO",2016,"Geotherm",0
"JO",2017,"Geotherm",0
"JO",2018,"Geotherm",0
"JO",2019,"Geotherm",0
"JO",2020,"Geotherm",0
"JO",2021,"Geotherm",0
"JP",1960,"Geotherm",0
"JP",1961,"Geotherm",0
"JP",1962,"Geotherm",0
"JP",1963,"Geotherm",0
"JP",1964,"Geotherm",0
"JP",1965,"Geotherm",0
"JP",1966,"Geotherm",0
"JP",1967,"Geotherm",0
"JP",1968,"Geotherm",0
"JP",1969,"Geotherm",0
"JP",1970,"Geotherm",0
"JP",1971,"Geotherm",0
"JP",1972,"Geotherm",0
"JP",1973,"Geotherm",269
"JP",1974,"Geotherm",100
"JP",1975,"Geotherm",100
"JP",1976,"Geotherm",200
"JP",1977,"Geotherm",300
"JP",1978,"Geotherm",600
"JP",1979,"Geotherm",900
"JP",1980,"Geotherm",900
"JP",1981,"Geotherm",896
"JP",1982,"Geotherm",1273
"JP",1983,"Geotherm",1443
"JP",1984,"Geotherm",1356
"JP",1985,"Geotherm",1494
"JP",1986,"Geotherm",1384
"JP",1987,"Geotherm",1410
"JP",1988,"Geotherm",1358
"JP",1989,"Geotherm",1379
"JP",1990,"Geotherm",1741.07
"JP",1991,"Geotherm",1773.273
"JP",1992,"Geotherm",1786.862
"JP",1993,"Geotherm",1777.591
"JP",1994,"Geotherm",2064.016
"JP",1995,"Geotherm",3172.818
"JP",1996,"Geotherm",3673.153
"JP",1997,"Geotherm",3755.677
"JP",1998,"Geotherm",3531.093
"JP",1999,"Geotherm",3450.394
"JP",2000,"Geotherm",3347.942
"JP",2001,"Geotherm",3431.499
"JP",2002,"Geotherm",3374.025
"JP",2003,"Geotherm",3483.962
"JP",2004,"Geotherm",3373.646
"JP",2005,"Geotherm",3225.727
"JP",2006,"Geotherm",3080.853
"JP",2007,"Geotherm",3043.724
"JP",2008,"Geotherm",2749.767
"JP",2009,"Geotherm",2886.608
"JP",2010,"Geotherm",2632.165
"JP",2011,"Geotherm",2676.246
"JP",2012,"Geotherm",2609.499
"JP",2013,"Geotherm",2602.886
"JP",2014,"Geotherm",2620.145
"JP",2015,"Geotherm",2594.802
"JP",2016,"Geotherm",2500.975
"JP",2017,"Geotherm",2457.052
"JP",2018,"Geotherm",2524.188
"JP",2019,"Geotherm",2846.536
"JP",2020,"Geotherm",2991.863
"JP",2021,"Geotherm",3008.157
"JP",2022,"Geotherm",2973.845
"KE",1971,"Geotherm",0
"KE",1972,"Geotherm",0
"KE",1973,"Geotherm",0
"KE",1974,"Geotherm",0
"KE",1975,"Geotherm",0
"KE",1976,"Geotherm",0
"KE",1977,"Geotherm",0
"KE",1978,"Geotherm",0
"KE",1979,"Geotherm",0
"KE",1980,"Geotherm",0
"KE",1981,"Geotherm",0
"KE",1982,"Geotherm",0
"KE",1983,"Geotherm",0
"KE",1984,"Geotherm",0
"KE",1985,"Geotherm",0
"KE",1986,"Geotherm",368
"KE",1987,"Geotherm",359
"KE",1988,"Geotherm",323
"KE",1989,"Geotherm",323
"KE",1990,"Geotherm",326
"KE",1991,"Geotherm",297
"KE",1992,"Geotherm",272
"KE",1993,"Geotherm",272
"KE",1994,"Geotherm",261
"KE",1995,"Geotherm",390
"KE",1996,"Geotherm",393
"KE",1997,"Geotherm",366
"KE",1998,"Geotherm",390
"KE",1999,"Geotherm",383
"KE",2000,"Geotherm",429
"KE",2001,"Geotherm",480
"KE",2002,"Geotherm",386
"KE",2003,"Geotherm",498
"KE",2004,"Geotherm",987
"KE",2005,"Geotherm",1002
"KE",2006,"Geotherm",1046
"KE",2007,"Geotherm",989
"KE",2008,"Geotherm",1039
"KE",2009,"Geotherm",1293
"KE",2010,"Geotherm",1057
"KE",2011,"Geotherm",1444
"KE",2012,"Geotherm",1516
"KE",2013,"Geotherm",1781
"KE",2014,"Geotherm",2917
"KE",2015,"Geotherm",4521
"KE",2016,"Geotherm",4484
"KE",2017,"Geotherm",4756.3
"KE",2018,"Geotherm",5127.8
"KE",2019,"Geotherm",5234.7
"KE",2020,"Geotherm",5059.8
"KE",2021,"Geotherm",5037
"KG",1990,"Geotherm",0
"KG",1991,"Geotherm",0
"KG",1992,"Geotherm",0
"KG",1993,"Geotherm",0
"KG",1994,"Geotherm",0
"KG",1995,"Geotherm",0
"KG",1996,"Geotherm",0
"KG",1997,"Geotherm",0
"KG",1998,"Geotherm",0
"KG",1999,"Geotherm",0
"KG",2000,"Geotherm",0
"KG",2001,"Geotherm",0
"KG",2002,"Geotherm",0
"KG",2003,"Geotherm",0
"KG",2004,"Geotherm",0
"KG",2005,"Geotherm",0
"KG",2006,"Geotherm",0
"KG",2007,"Geotherm",0
"KG",2008,"Geotherm",0
"KG",2009,"Geotherm",0
"KG",2010,"Geotherm",0
"KG",2011,"Geotherm",0
"KG",2012,"Geotherm",0
"KG",2013,"Geotherm",0
"KG",2014,"Geotherm",0
"KG",2015,"Geotherm",0
"KG",2016,"Geotherm",0
"KG",2017,"Geotherm",0
"KG",2018,"Geotherm",0
"KG",2019,"Geotherm",0
"KG",2020,"Geotherm",0
"KG",2021,"Geotherm",0
"KG",2022,"Geotherm",0
"KH",1995,"Geotherm",0
"KH",1996,"Geotherm",0
"KH",1997,"Geotherm",0
"KH",1998,"Geotherm",0
"KH",1999,"Geotherm",0
"KH",2000,"Geotherm",0
"KH",2001,"Geotherm",0
"KH",2002,"Geotherm",0
"KH",2003,"Geotherm",0
"KH",2004,"Geotherm",0
"KH",2005,"Geotherm",0
"KH",2006,"Geotherm",0
"KH",2007,"Geotherm",0
"KH",2008,"Geotherm",0
"KH",2009,"Geotherm",0
"KH",2010,"Geotherm",0
"KH",2011,"Geotherm",0
"KH",2012,"Geotherm",0
"KH",2013,"Geotherm",0
"KH",2014,"Geotherm",0
"KH",2015,"Geotherm",0
"KH",2016,"Geotherm",0
"KH",2017,"Geotherm",0
"KH",2018,"Geotherm",0
"KH",2019,"Geotherm",0
"KH",2020,"Geotherm",0
"KH",2021,"Geotherm",0
"KP",1971,"Geotherm",0
"KP",1972,"Geotherm",0
"KP",1973,"Geotherm",0
"KP",1974,"Geotherm",0
"KP",1975,"Geotherm",0
"KP",1976,"Geotherm",0
"KP",1977,"Geotherm",0
"KP",1978,"Geotherm",0
"KP",1979,"Geotherm",0
"KP",1980,"Geotherm",0
"KP",1981,"Geotherm",0
"KP",1982,"Geotherm",0
"KP",1983,"Geotherm",0
"KP",1984,"Geotherm",0
"KP",1985,"Geotherm",0
"KP",1986,"Geotherm",0
"KP",1987,"Geotherm",0
"KP",1988,"Geotherm",0
"KP",1989,"Geotherm",0
"KP",1990,"Geotherm",0
"KP",1991,"Geotherm",0
"KP",1992,"Geotherm",0
"KP",1993,"Geotherm",0
"KP",1994,"Geotherm",0
"KP",1995,"Geotherm",0
"KP",1996,"Geotherm",0
"KP",1997,"Geotherm",0
